,movieId,userId,rating
0,72998,10,2.5
1,72998,15,3.0
2,72998,18,4.0
3,72998,21,4.0
4,72998,22,3.5
5,72998,28,5.0
6,72998,47,2.5
7,72998,50,2.0
8,72998,52,4.5
9,72998,62,4.0
10,72998,68,5.0
11,72998,73,3.5
12,72998,80,4.0
13,72998,83,4.5
14,72998,103,3.0
15,72998,104,3.0
16,72998,105,4.0
17,72998,106,5.0
18,72998,111,2.0
19,72998,112,4.0
20,72998,119,5.0
21,72998,122,4.5
22,72998,125,4.5
23,72998,139,1.5
24,72998,141,2.5
25,72998,148,4.0
26,72998,153,1.0
27,72998,154,5.0
28,72998,159,4.0
29,72998,177,2.5
30,72998,210,5.0
31,72998,212,3.0
32,72998,232,4.0
33,72998,233,2.5
34,72998,246,4.0
35,72998,247,2.0
36,72998,249,4.0
37,72998,253,2.0
38,72998,256,4.5
39,72998,274,3.0
40,72998,279,2.0
41,72998,282,4.0
42,72998,288,4.0
43,72998,291,5.0
44,72998,292,4.0
45,72998,298,3.0
46,72998,305,4.5
47,72998,306,3.5
48,72998,308,4.0
49,72998,318,3.5
50,72998,320,4.0
51,72998,328,3.5
52,72998,332,4.0
53,72998,334,3.5
54,72998,339,3.0
55,72998,351,2.5
56,72998,352,5.0
57,72998,357,4.0
58,72998,365,4.0
59,72998,377,4.5
60,72998,380,3.0
61,72998,381,4.5
62,72998,393,0.5
63,72998,401,3.0
64,72998,414,4.0
65,72998,432,4.0
66,72998,434,5.0
67,72998,443,3.0
68,72998,448,3.0
69,72998,459,5.0
70,72998,464,5.0
71,72998,475,4.5
72,72998,477,4.0
73,72998,483,4.5
74,72998,489,1.5
75,72998,490,3.0
76,72998,495,5.0
77,72998,519,4.0
78,72998,520,4.5
79,72998,522,1.0
80,72998,525,3.0
81,72998,534,3.0
82,72998,537,5.0
83,72998,543,5.0
84,72998,551,3.5
85,72998,556,4.0
86,72998,561,3.0
87,72998,567,1.0
88,72998,573,5.0
89,72998,586,4.0
90,72998,590,3.5
91,72998,596,3.0
92,72998,599,2.5
93,72998,601,4.0
94,72998,605,3.5
95,72998,606,3.0
96,72998,610,4.5
97,53125,18,3.5
98,53125,21,4.0
99,53125,45,4.0
100,53125,62,4.5
101,53125,63,3.5
102,53125,68,4.5
103,53125,73,4.5
104,53125,103,4.5
105,53125,104,3.0
106,53125,105,4.5
107,53125,106,5.0
108,53125,111,3.5
109,53125,125,4.0
110,53125,139,2.0
111,53125,177,4.5
112,53125,200,4.0
113,53125,212,3.0
114,53125,219,4.0
115,53125,226,2.0
116,53125,232,3.5
117,53125,239,4.0
118,53125,246,4.5
119,53125,248,4.0
120,53125,249,3.5
121,53125,274,3.5
122,53125,288,2.5
123,53125,292,3.0
124,53125,298,2.5
125,53125,307,3.5
126,53125,332,4.0
127,53125,339,3.5
128,53125,352,4.0
129,53125,361,4.0
130,53125,380,3.0
131,53125,381,4.0
132,53125,393,5.0
133,53125,401,3.5
134,53125,414,2.0
135,53125,420,3.5
136,53125,448,2.0
137,53125,466,4.0
138,53125,489,2.0
139,53125,490,2.0
140,53125,506,0.5
141,53125,509,3.5
142,53125,517,2.5
143,53125,534,3.5
144,53125,537,5.0
145,53125,570,3.0
146,53125,573,4.5
147,53125,590,2.0
148,53125,599,2.5
149,53125,600,4.0
150,53125,605,2.5
151,53125,606,2.0
152,53125,610,3.5
153,136020,10,5.0
154,136020,21,4.0
155,136020,50,2.0
156,136020,62,4.5
157,136020,298,2.5
158,136020,305,3.0
159,136020,341,4.5
160,136020,380,4.0
161,136020,408,4.0
162,136020,418,0.5
163,136020,448,3.0
164,136020,517,1.0
165,136020,551,4.5
166,136020,560,2.5
167,136020,561,2.5
168,136020,567,1.0
169,136020,610,3.5
170,93363,249,3.5
171,93363,292,3.5
172,93363,298,3.0
173,93363,352,2.0
174,93363,408,4.0
175,93363,448,2.0
176,93363,509,3.5
177,93363,534,4.0
178,93363,556,4.0
179,93363,567,1.0
180,93363,610,3.5
181,52722,51,3.5
182,52722,62,4.0
183,52722,68,3.0
184,52722,73,5.0
185,52722,104,3.0
186,52722,114,4.5
187,52722,119,3.5
188,52722,139,1.0
189,52722,177,1.0
190,52722,210,4.0
191,52722,219,2.5
192,52722,232,3.0
193,52722,239,3.5
194,52722,246,3.0
195,52722,249,3.5
196,52722,274,3.5
197,52722,288,3.5
198,52722,298,2.5
199,52722,307,3.5
200,52722,339,3.5
201,52722,354,4.0
202,52722,380,3.0
203,52722,381,1.0
204,52722,387,3.5
205,52722,393,2.5
206,52722,400,2.5
207,52722,414,3.0
208,52722,448,3.0
209,52722,466,3.5
210,52722,475,4.5
211,52722,477,3.5
212,52722,483,1.5
213,52722,489,2.5
214,52722,509,1.0
215,52722,523,4.5
216,52722,534,3.5
217,52722,561,2.0
218,52722,567,2.5
219,52722,573,2.5
220,52722,590,3.0
221,52722,596,2.5
222,52722,599,2.5
223,52722,606,2.0
224,52722,610,3.5
225,81847,10,3.5
226,81847,52,4.0
227,81847,68,4.0
228,81847,98,4.5
229,81847,104,4.0
230,81847,105,4.0
231,81847,111,1.5
232,81847,143,5.0
233,81847,148,4.5
234,81847,177,5.0
235,81847,246,5.0
236,81847,252,4.0
237,81847,292,3.0
238,81847,306,4.0
239,81847,328,2.0
240,81847,344,4.0
241,81847,382,4.5
242,81847,401,4.0
243,81847,484,5.0
244,81847,509,4.0
245,81847,525,3.5
246,81847,534,4.5
247,81847,567,2.0
248,81847,586,4.5
249,122892,18,3.5
250,122892,21,3.5
251,122892,62,4.0
252,122892,63,4.0
253,122892,73,5.0
254,122892,125,3.0
255,122892,139,2.0
256,122892,153,0.5
257,122892,154,5.0
258,122892,184,3.5
259,122892,212,4.0
260,122892,249,4.5
261,122892,291,4.0
262,122892,298,3.5
263,122892,305,3.0
264,122892,380,5.0
265,122892,393,5.0
266,122892,448,3.0
267,122892,475,4.0
268,122892,509,4.0
269,122892,525,2.0
270,122892,534,3.5
271,122892,550,4.0
272,122892,567,2.0
273,122892,596,3.0
274,122892,599,2.5
275,122892,610,4.0
276,69844,10,3.0
277,69844,21,4.0
278,69844,62,4.5
279,69844,68,4.0
280,69844,83,3.5
281,69844,103,1.5
282,69844,105,4.0
283,69844,106,5.0
284,69844,111,4.0
285,69844,114,2.0
286,69844,139,3.0
287,69844,141,4.0
288,69844,148,4.0
289,69844,154,5.0
290,69844,177,5.0
291,69844,190,5.0
292,69844,205,4.0
293,69844,210,4.5
294,69844,212,3.5
295,69844,213,2.5
296,69844,232,3.5
297,69844,247,5.0
298,69844,249,4.0
299,69844,274,3.5
300,69844,291,5.0
301,69844,292,4.0
302,69844,298,3.0
303,69844,305,3.0
304,69844,318,3.5
305,69844,319,4.5
306,69844,328,4.0
307,69844,339,2.5
308,69844,352,4.0
309,69844,357,4.5
310,69844,358,3.5
311,69844,365,2.5
312,69844,380,4.0
313,69844,381,5.0
314,69844,382,4.5
315,69844,414,3.5
316,69844,418,3.0
317,69844,426,5.0
318,69844,466,4.5
319,69844,475,5.0
320,69844,483,4.0
321,69844,490,3.0
322,69844,491,5.0
323,69844,517,3.0
324,69844,525,4.0
325,69844,537,4.0
326,69844,538,4.0
327,69844,556,3.5
328,69844,582,4.5
329,69844,590,4.0
330,69844,596,3.5
331,69844,605,4.5
332,69844,606,4.0
333,69844,610,4.0
334,136864,41,0.5
335,136864,50,1.5
336,136864,62,4.0
337,136864,125,2.5
338,136864,184,2.0
339,136864,247,2.5
340,136864,305,2.0
341,136864,319,4.5
342,136864,380,2.0
343,136864,448,2.0
344,136864,514,2.5
345,136864,534,1.5
346,136864,561,2.0
347,136864,567,1.5
348,136864,596,3.0
349,136864,610,3.5
350,46530,7,1.0
351,46530,68,4.5
352,46530,122,4.0
353,46530,139,0.5
354,46530,166,5.0
355,46530,219,2.5
356,46530,232,3.0
357,46530,239,3.5
358,46530,292,4.0
359,46530,380,3.0
360,46530,381,3.5
361,46530,414,4.0
362,46530,448,2.5
363,46530,474,2.5
364,46530,477,4.5
365,46530,480,3.0
366,46530,517,2.5
367,46530,534,2.5
368,46530,542,3.0
369,46530,580,3.0
370,46530,590,3.0
371,46530,596,2.5
372,46530,599,3.0
373,46530,605,3.0
374,46530,610,3.5
375,63113,10,3.5
376,63113,21,3.5
377,63113,24,3.0
378,63113,28,3.0
379,63113,52,4.0
380,63113,62,4.5
381,63113,68,3.0
382,63113,80,4.5
383,63113,105,4.0
384,63113,119,4.0
385,63113,122,4.5
386,63113,139,3.0
387,63113,211,4.0
388,63113,220,3.5
389,63113,246,4.5
390,63113,249,3.5
391,63113,274,3.5
392,63113,292,4.0
393,63113,298,1.5
394,63113,318,3.0
395,63113,331,3.0
396,63113,339,4.0
397,63113,380,4.0
398,63113,382,3.5
399,63113,414,4.0
400,63113,448,3.5
401,63113,517,0.5
402,63113,520,2.5
403,63113,522,4.5
404,63113,525,3.0
405,63113,534,3.5
406,63113,551,4.0
407,63113,590,3.0
408,63113,599,2.5
409,63113,610,3.5
410,45722,18,4.0
411,45722,62,4.5
412,45722,63,4.0
413,45722,68,4.5
414,45722,73,4.0
415,45722,103,4.0
416,45722,105,4.0
417,45722,106,5.0
418,45722,111,3.0
419,45722,125,3.5
420,45722,129,4.0
421,45722,132,3.0
422,45722,139,2.5
423,45722,167,3.5
424,45722,177,3.0
425,45722,200,5.0
426,45722,219,3.0
427,45722,220,4.0
428,45722,226,2.5
429,45722,230,5.0
430,45722,232,3.5
431,45722,239,3.5
432,45722,246,4.5
433,45722,248,4.0
434,45722,249,3.5
435,45722,274,3.0
436,45722,280,3.5
437,45722,288,3.0
438,45722,292,4.0
439,45722,298,2.5
440,45722,301,3.5
441,45722,307,3.5
442,45722,308,3.0
443,45722,318,3.0
444,45722,328,3.5
445,45722,332,3.5
446,45722,339,3.0
447,45722,365,2.5
448,45722,380,5.0
449,45722,381,3.5
450,45722,393,5.0
451,45722,401,3.5
452,45722,414,3.5
453,45722,415,2.5
454,45722,434,1.5
455,45722,445,3.0
456,45722,448,2.5
457,45722,466,4.5
458,45722,474,3.5
459,45722,475,4.5
460,45722,477,3.0
461,45722,480,3.5
462,45722,483,3.5
463,45722,495,1.0
464,45722,509,3.5
465,45722,517,3.5
466,45722,523,4.5
467,45722,525,2.0
468,45722,534,4.0
469,45722,537,5.0
470,45722,540,4.0
471,45722,560,3.5
472,45722,570,4.0
473,45722,573,5.0
